id,items
478,"['spaghetti', 'frozen smoothie', 'salmon', 'shrimp', 'parmesan cheese', 'shallot', 'magazines', 'mashed potato', 'light mayo', 'carrots', 'pasta', 'frozen vegetables']"
479,"['chocolate', 'milk']"
480,"['spaghetti', 'whole wheat rice', 'olive oil', 'ground beef', 'eggplant', 'cottage cheese', 'frozen vegetables']"
481,"['low fat yogurt', 'turkey', 'ground beef']"
482,"['spaghetti', 'whole wheat rice', 'mineral water', 'herb & pepper', 'cake', 'hot dogs', 'green tea']"
483,['green tea']
484,['cookies']
485,"['cookies', 'eggs']"
486,"['spaghetti', 'eggs', 'pancakes', 'ham', 'chocolate', 'brownies', 'french fries', 'champagne', 'light mayo']"
487,"['red wine', 'spaghetti', 'eggs', 'chocolate', 'milk']"
488,"['pancakes', 'turkey', 'strawberries', 'burgers', 'green tea', 'french fries']"
489,['escalope']
490,"['cake', 'eggs', 'pancakes', 'frozen vegetables']"
491,['french fries']
492,"['spaghetti', 'pepper', 'honey', 'turkey', 'ground beef', 'cookies']"
493,"['fresh bread', 'red wine', 'tomato sauce', 'olive oil', 'magazines', 'chocolate', 'salt', 'french fries', 'cookies', 'chili']"
494,"['green tea', 'french fries']"
495,['mineral water']
496,['cooking oil']
497,"['spaghetti', 'frozen vegetables']"
498,"['ham', 'spaghetti']"
499,"['cookies', 'chocolate', 'chicken']"
500,['low fat yogurt']
501,"['eggs', 'low fat yogurt', 'cake']"
502,"['soup', 'spaghetti', 'mineral water', 'frozen smoothie', 'shrimp', 'cottage cheese', 'milk', 'bramble']"
503,"['eggs', 'mineral water', 'protein bar']"
504,"['eggs', 'shrimp', 'meatballs', 'turkey', 'butter', 'salad', 'green tea']"
505,"['spaghetti', 'olive oil', 'chocolate', 'french fries', 'chicken', 'fresh tuna']"
506,"['hot dogs', 'shrimp', 'turkey', 'escalope']"
507,"['soup', 'pepper', 'pancakes', 'burgers', 'green tea', 'milk']"
508,['pancakes']
509,"['mineral water', 'eggs', 'pancakes', 'french fries']"
510,"['eggs', 'low fat yogurt', 'escalope']"
511,"['french wine', 'mineral water', 'gluten free bar']"
512,"['spaghetti', 'eggs', 'ground beef', 'burgers', 'french fries']"
513,"['soup', 'energy bar', 'meatballs', 'milk']"
514,['chocolate']
515,['herb & pepper']
516,"['red wine', 'mineral water', 'eggs', 'turkey', 'bramble']"
517,"['toothpaste', 'cake', 'mint', 'burgers', 'ham', 'tomatoes', 'green tea', 'chicken', 'frozen vegetables']"
518,"['energy bar', 'mineral water', 'olive oil', 'grated cheese']"
519,"['green tea', 'milk', 'cake']"
520,"['mineral water', 'cereals', 'almonds', 'white wine', 'green tea', 'protein bar', 'cooking oil']"
521,"['fresh bread', 'mineral water', 'cake', 'frozen smoothie', 'eggs', 'turkey', 'milk', 'french fries', 'chicken', 'burger sauce', 'fresh tuna']"
522,"['mineral water', 'yogurt cake', 'low fat yogurt', 'whole wheat rice', 'herb & pepper']"
523,"['spaghetti', 'eggs', 'meatballs', 'tomatoes', 'chicken']"
524,"['mineral water', 'eggs', 'pancakes', 'burgers', 'green tea']"
525,"['green tea', 'cake']"
526,"['chocolate', 'yogurt cake', 'herb & pepper']"
527,"['spaghetti', 'mineral water', 'almonds', 'pancakes', 'salmon', 'ground beef', 'nonfat milk', 'green grapes']"
528,"['vegetables mix', 'eggs', 'mineral water']"
529,['protein bar']
530,"['eggs', 'eggplant']"
531,['mayonnaise']
532,"['asparagus', 'sandwich', 'oatmeal', 'milk', 'bug spray']"
533,"['soup', 'almonds', 'eggs', 'french fries', 'frozen vegetables']"
534,['frozen vegetables']
535,"['soup', 'shampoo', 'butter']"
536,"['pepper', 'herb & pepper', 'eggs', 'whole wheat pasta']"
537,"['fresh bread', 'mineral water', 'whole wheat rice', 'low fat yogurt', 'chocolate', 'rice', 'cooking oil']"
538,"['butter', 'chocolate', 'french fries', 'cookies', 'grated cheese']"
539,"['soup', 'spaghetti', 'asparagus', 'chutney', 'tomato juice', 'milk', 'cooking oil']"
540,"['frozen smoothie', 'eggs', 'cottage cheese', 'green tea', 'french fries', 'cookies', 'champagne']"
541,"['mineral water', 'eggs', 'turkey', 'tomatoes', 'blueberries']"
542,"['low fat yogurt', 'tomato juice', 'green tea', 'milk']"
543,"['soup', 'mineral water', 'cereals', 'almonds', 'green tea']"
544,"['chocolate', 'light mayo']"
545,"['chocolate', 'herb & pepper', 'turkey']"
546,"['eggs', 'green tea', 'french fries']"
547,"['mineral water', 'cake', 'tomato juice', 'chocolate']"
548,['eggs']
549,"['spaghetti', 'pepper', 'whole wheat rice', 'mineral water', 'mushroom cream sauce', 'chocolate', 'champagne']"
550,"['mineral water', 'pepper', 'white wine', 'chocolate', 'frozen vegetables']"
551,"['spaghetti', 'whole wheat rice', 'turkey', 'tomato juice', 'burgers', 'green tea', 'milk', 'oil']"
552,"['soup', 'spaghetti', 'mineral water', 'low fat yogurt', 'french wine', 'burgers', 'french fries', 'light mayo']"
553,"['low fat yogurt', 'frozen smoothie', 'butter', 'green grapes']"
554,"['eggs', 'low fat yogurt']"
555,['cookies']
556,"['energy drink', 'milk']"
557,"['energy drink', 'olive oil']"
558,"['cookies', 'eggs']"
559,['eggs']
560,"['energy bar', 'eggs']"
561,['eggs']
562,"['eggs', 'green tea']"
563,['escalope']
564,"['soup', 'almonds', 'eggs', 'shrimp', 'chocolate', 'milk', 'oil']"
565,"['chocolate', 'french fries']"
566,['cake']
567,"['cake', 'eggs', 'pancakes', 'green tea', 'toothpaste']"
568,"['herb & pepper', 'eggs', 'ground beef', 'tomatoes', 'cooking oil']"
569,"['low fat yogurt', 'eggs', 'chocolate', 'cider']"
570,"['eggs', 'french fries', 'cider', 'frozen vegetables']"
571,"['cookies', 'toothpaste', 'yams']"
572,"['fresh bread', 'mineral water', 'hot dogs', 'escalope', 'milk', 'champagne']"
573,"['spaghetti', 'mineral water', 'herb & pepper', 'eggs', 'pancakes', 'ham', 'chocolate']"
574,"['mineral water', 'pepper', 'shallot', 'white wine', 'escalope', 'protein bar']"
575,"['spaghetti', 'meatballs', 'turkey', 'butter', 'parmesan cheese']"
576,"['eggs', 'herb & pepper', 'escalope']"
577,['herb & pepper']
578,"['burgers', 'shallot', 'escalope']"
579,"['pepper', 'tomato sauce', 'tomato juice', 'chocolate']"
580,['cookies']
581,"['spaghetti', 'mineral water', 'escalope', 'ground beef', 'burgers', 'melons']"
582,"['soup', 'mineral water', 'olive oil', 'milk', 'frozen vegetables']"
583,"['low fat yogurt', 'asparagus', 'eggs', 'turkey', 'zucchini', 'french fries']"
584,"['burgers', 'gums', 'frozen vegetables']"
585,"['herb & pepper', 'ground beef', 'milk', 'frozen vegetables']"
586,"['cake', 'light cream', 'mashed potato', 'frozen vegetables']"
587,['milk']
588,"['eggs', 'barbecue sauce', 'turkey']"
589,['escalope']
590,"['parmesan cheese', 'french fries']"
591,"['energy bar', 'eggs']"
592,"['soup', 'mint', 'escalope']"
593,"['chicken', 'muffins', 'zucchini']"
594,"['eggs', 'burgers', 'green tea', 'french fries', 'cookies']"
595,['spaghetti']
596,"['avocado', 'energy bar', 'chocolate']"
597,['cookies']
598,['green tea']
599,"['spaghetti', 'mineral water', 'whole wheat pasta', 'olive oil']"
600,"['low fat yogurt', 'eggs', 'escalope', 'gums', 'grated cheese', 'frozen vegetables']"
601,"['mineral water', 'herb & pepper', 'pancakes', 'tomato juice', 'escalope', 'chocolate', 'grated cheese']"
602,"['spaghetti', 'yams', 'flax seed', 'frozen smoothie', 'salmon', 'chocolate']"
603,"['burger sauce', 'oil']"
604,"['energy drink', 'eggs', 'french fries']"
605,['mineral water']
606,"['mineral water', 'olive oil', 'ground beef', 'grated cheese']"
607,"['eggs', 'low fat yogurt']"
608,"['spaghetti', 'soda', 'pet food', 'white wine', 'parmesan cheese']"
609,"['fresh bread', 'eggs', 'shrimp', 'olive oil', 'turkey', 'melons', 'extra dark chocolate', 'chicken']"
610,"['yams', 'strong cheese', 'salmon', 'pickles', 'escalope', 'ground beef', 'milk', 'french fries', 'muffins']"
611,"['spaghetti', 'pepper', 'light cream']"
612,"['eggs', 'mineral water', 'frozen vegetables']"
613,"['spaghetti', 'pancakes', 'gluten free bar', 'chicken', 'tea']"
614,"['spaghetti', 'mineral water', 'herb & pepper', 'mint', 'turkey', 'fresh tuna']"
615,"['spaghetti', 'mineral water', 'escalope', 'cooking oil']"
616,['soup']
617,"['burgers', 'spaghetti', 'herb & pepper']"
618,"['cookies', 'shallot', 'strawberries']"
619,"['soup', 'mineral water', 'pepper', 'whole wheat pasta', 'shrimp', 'salmon', 'chocolate', 'milk', 'fresh tuna']"
620,"['mineral water', 'yams', 'butter', 'chocolate', 'cottage cheese', 'milk', 'avocado', 'cooking oil']"
621,"['energy drink', 'eggs', 'ham', 'french fries']"
622,"['avocado', 'mineral water']"
623,['cookies']
624,"['eggs', 'mayonnaise', 'butter', 'chocolate', 'cottage cheese', 'green tea']"
625,"['eggs', 'mushroom cream sauce', 'low fat yogurt']"
626,"['antioxydant juice', 'chocolate']"
627,"['spaghetti', 'ground beef', 'green tea', 'french fries']"
628,['cake']
629,"['red wine', 'mineral water', 'whole wheat rice', 'eggs', 'pancakes', 'turkey', 'zucchini', 'chocolate', 'cooking oil']"
630,"['mineral water', 'bacon', 'olive oil', 'parmesan cheese', 'chocolate']"
631,"['gums', 'green grapes']"
632,"['eggs', 'shrimp', 'parmesan cheese', 'chocolate', 'milk', 'french fries', 'cooking oil', 'frozen vegetables']"
633,"['mineral water', 'eggs', 'ground beef', 'milk']"
634,['escalope']
635,"['cookies', 'turkey']"
636,"['mineral water', 'ground beef', 'chocolate', 'green tea']"
637,"['spaghetti', 'low fat yogurt', 'whole wheat pasta', 'olive oil', 'tomato juice', 'butter', 'chocolate', 'french fries']"
638,['red wine']
639,"['mineral water', 'low fat yogurt', 'frozen smoothie', 'eggs', 'gums', 'cottage cheese', 'cooking oil', 'frozen vegetables']"
640,"['vegetables mix', 'energy bar', 'turkey', 'brownies', 'grated cheese']"
641,"['energy drink', 'turkey', 'burgers', 'nonfat milk', 'cooking oil']"
642,"['low fat yogurt', 'french fries']"
643,['muffins']
644,"['mineral water', 'whole wheat rice', 'herb & pepper', 'cake', 'salmon', 'green tea']"
645,"['mineral water', 'low fat yogurt', 'cake', 'chocolate', 'candy bars']"
646,"['soup', 'mineral water', 'olive oil', 'light cream', 'chocolate', 'milk', 'chicken', 'grated cheese']"
647,"['mineral water', 'strawberries']"
648,['escalope']
649,"['whole wheat rice', 'parmesan cheese', 'butter', 'grated cheese', 'cooking oil']"
650,"['mint', 'ground beef']"
651,['cookies']
652,"['ground beef', 'rice', 'milk', 'avocado', 'chicken']"
653,"['soup', 'low fat yogurt', 'eggs', 'frozen vegetables']"
654,"['spaghetti', 'mineral water', 'herb & pepper', 'french wine', 'pancakes', 'ground beef', 'chocolate', 'black tea', 'rice', 'green tea', 'toothpaste']"
655,"['mineral water', 'low fat yogurt', 'cake', 'eggs', 'shrimp', 'parmesan cheese', 'toothpaste', 'cooking oil', 'oil']"
656,"['vegetables mix', 'spaghetti', 'herb & pepper', 'mint', 'frozen smoothie', 'olive oil', 'ham', 'tomatoes', 'black tea', 'green tea', 'cooking oil', 'frozen vegetables']"
657,"['cider', 'eggs', 'chicken']"
658,"['mineral water', 'mint', 'shrimp', 'tomato sauce', 'escalope', 'chocolate']"
659,['energy drink']
660,"['fresh bread', 'energy bar', 'spaghetti', 'mineral water', 'low fat yogurt', 'eggs', 'pancakes', 'ham', 'cooking oil']"
661,"['tomatoes', 'shrimp', 'frozen vegetables']"
662,"['mineral water', 'herb & pepper', 'yams', 'salmon', 'turkey', 'ground beef', 'frozen vegetables']"
663,"['mineral water', 'shrimp']"
664,"['soup', 'spaghetti', 'yogurt cake', 'turkey', 'escalope', 'ground beef']"
665,"['soup', 'mineral water', 'pepper', 'clothes accessories', 'eggs', 'shrimp', 'barbecue sauce', 'milk', 'rice', 'cookies']"
666,"['burgers', 'pancakes']"
667,['low fat yogurt']
668,"['mineral water', 'milk']"
669,['milk']
670,['chocolate']
671,"['mineral water', 'pancakes', 'whole wheat pasta', 'olive oil']"
672,"['mineral water', 'yams', 'cake', 'eggs']"
673,"['turkey', 'french fries']"
674,"['spaghetti', 'mineral water', 'yams', 'shrimp', 'white wine', 'olive oil', 'light cream', 'sandwich', 'chocolate', 'green tea', 'french fries', 'chicken']"
675,"['fresh bread', 'mineral water', 'salmon', 'green tea', 'milk', 'cookies']"
676,"['spaghetti', 'olive oil']"
677,"['spaghetti', 'herb & pepper']"
678,"['soup', 'spaghetti', 'mineral water', 'mint green tea', 'low fat yogurt', 'pancakes', 'salmon', 'chicken']"
679,"['fresh bread', 'mineral water', 'yogurt cake', 'almonds', 'french wine', 'whole wheat pasta', 'olive oil', 'ground beef', 'chocolate', 'milk', 'frozen vegetables']"
680,['green tea']
681,"['spaghetti', 'low fat yogurt', 'eggs', 'tomato juice', 'burgers', 'chocolate', 'gums', 'nonfat milk', 'grated cheese']"
682,"['energy bar', 'white wine', 'olive oil', 'ground beef', 'ham', 'brownies', 'chicken']"
683,"['mineral water', 'frozen smoothie', 'whole wheat pasta', 'olive oil', 'green tea', 'cooking oil']"
684,"['vegetables mix', 'champagne']"
685,['olive oil']
686,"['herb & pepper', 'pancakes', 'escalope', 'ground beef', 'green tea']"
687,"['spaghetti', 'mineral water', 'herb & pepper', 'whole wheat rice', 'hot dogs', 'french wine', 'eggs', 'tomato sauce', 'escalope', 'ground beef', 'chocolate', 'green tea', 'milk', 'frozen vegetables']"
688,"['carrots', 'yams']"
689,['chicken']
690,"['mineral water', 'herb & pepper', 'yams', 'almonds', 'eggs', 'turkey', 'ground beef', 'burgers', 'milk', 'french fries', 'avocado', 'muffins']"
691,"['antioxydant juice', 'mint green tea', 'salmon', 'whole wheat pasta']"
692,"['fresh bread', 'strawberries', 'chocolate', 'french fries']"
693,"['soup', 'energy bar', 'shrimp', 'whole wheat pasta', 'ground beef', 'burgers', 'chocolate', ' asparagus']"
694,"['mineral water', 'low fat yogurt', 'frozen smoothie', 'pancakes', 'white wine', 'butter', 'french fries']"
695,"['eggs', 'muffins']"
696,"['eggs', 'shrimp', 'turkey', 'frozen vegetables']"
697,"['burgers', 'eggs', 'yogurt cake']"
698,"['mineral water', 'almonds', 'yams', 'cake', 'shrimp', 'whole wheat pasta', 'olive oil', 'burgers', 'extra dark chocolate', 'chicken', 'fresh tuna', 'frozen vegetables']"
699,"['mineral water', 'herb & pepper', 'ground beef', 'chicken']"
700,['frozen smoothie']
701,"['chicken', 'tomato juice']"
702,"['whole wheat pasta', 'olive oil']"
703,"['energy bar', 'green tea', 'milk']"
704,"['grated cheese', 'herb & pepper']"
705,"['green tea', 'escalope']"
706,"['soup', 'almonds', 'meatballs', 'green tea', 'milk']"
707,"['pet food', 'cookies', 'herb & pepper']"
708,"['energy bar', 'low fat yogurt', 'pancakes', 'whole wheat pasta', 'light cream', 'olive oil', 'french fries', 'grated cheese', 'oil']"
709,['honey']
710,"['mineral water', 'frozen smoothie', 'honey', 'fromage blanc', 'eggs', 'parmesan cheese']"
711,"['bramble', 'zucchini']"
712,"['pepper', 'eggs', 'white wine', 'ground beef', 'chocolate', 'green tea', 'milk']"
713,"['red wine', 'low fat yogurt', 'butter', 'chocolate', 'french fries', 'cookies']"
714,"['chocolate', 'spaghetti', 'bug spray']"
715,['cookies']
716,"['vegetables mix', 'fresh bread', 'spaghetti', 'mineral water', 'whole wheat rice', 'eggs']"
717,"['mineral water', 'whole wheat rice', 'low fat yogurt', 'mushroom cream sauce', 'salmon', 'escalope', 'chocolate', 'grated cheese', 'burger sauce']"
718,"['champagne', 'spaghetti']"
719,"['mineral water', 'frozen vegetables']"
720,"['mineral water', 'low fat yogurt', 'body spray']"
721,"['red wine', 'herb & pepper', 'cake', 'whole wheat pasta', 'tomato juice']"
722,"['hot dogs', 'eggs', 'parmesan cheese', 'burgers', 'french fries']"
723,"['eggs', 'mineral water', 'pancakes']"
724,"['eggs', 'french fries']"
725,"['spaghetti', 'shrimp', 'tomatoes', 'frozen vegetables']"
726,"['mineral water', 'almonds', 'pancakes', 'chocolate', 'green tea', 'french fries']"
727,"['escalope', 'french fries', 'cake']"
728,"['spaghetti', 'mineral water', 'french wine', 'salmon', 'chutney', 'black tea', 'milk', 'cider', 'frozen vegetables']"
729,"['low fat yogurt', 'almonds', 'cake']"
730,['french fries']
731,['hot dogs']
732,"['soup', 'mineral water', 'low fat yogurt', 'light cream', 'chocolate', 'green tea', 'champagne', 'chicken']"
733,"['olive oil', 'ground beef']"
734,"['cookies', 'green tea', 'french fries']"
735,"['soup', 'chocolate', 'salt', 'cookies', 'champagne', 'blueberries', 'cooking oil']"
736,"['fresh bread', 'frozen smoothie', 'escalope', 'chocolate', 'french fries']"
737,"['yams', 'mint']"
738,"['salmon', 'magazines', 'ground beef', 'chocolate', 'muffins', 'frozen vegetables']"
739,"['herb & pepper', 'cake', 'honey', 'pancakes', 'olive oil', 'parmesan cheese', 'chocolate', 'milk', 'fresh tuna']"
740,"['whole wheat rice', 'shrimp', 'escalope', 'butter', 'cottage cheese', 'french fries', 'cookies', 'grated cheese']"
741,"['energy bar', 'eggs', 'french fries', 'body spray', 'champagne']"
742,"['burgers', 'eggs', 'french fries']"
743,"['fresh bread', 'mineral water', 'eggs', 'shrimp', 'burgers', 'chocolate', 'milk', 'french fries']"
744,"['mineral water', 'ground beef', 'chocolate', 'green tea', 'milk', 'nonfat milk', 'chicken']"
745,"['chicken', 'mineral water']"
746,"['spaghetti', 'cake', 'eggs', 'turkey', 'ground beef', 'milk']"
747,"['green tea', 'french fries']"
748,"['french fries', 'escalope']"
749,"['sparkling water', 'turkey']"
750,"['mineral water', 'low fat yogurt', 'whole wheat pasta', 'olive oil', 'protein bar', 'carrots']"
751,['cookies']
752,"['honey', 'turkey', 'french fries', 'green beans', 'grated cheese']"
753,"['soup', 'red wine', 'mineral water', 'turkey', 'light cream', 'chocolate', 'barbecue sauce', 'rice', 'chicken', 'oil']"
754,"['eggs', 'turkey']"
755,['low fat yogurt']
756,"['low fat yogurt', 'nonfat milk']"
757,"['low fat yogurt', 'frozen vegetables']"
758,"['mineral water', 'herb & pepper', 'low fat yogurt', 'mint', 'eggs', 'whole wheat pasta', 'parmesan cheese', 'milk']"
759,"['yogurt cake', 'mint']"
760,"['salt', 'sandwich']"
761,"['fresh bread', 'shrimp', 'green tea']"
762,"['pepper', 'tomato sauce', 'escalope']"
763,"['mineral water', 'cake', 'protein bar', 'toothpaste']"
764,['candy bars']
765,['red wine']
766,"['spaghetti', 'mineral water', 'honey', 'strawberries']"
767,"['eggs', 'mineral water', 'green tea']"
768,"['fresh bread', 'french wine', 'parmesan cheese', 'green tea', 'french fries', 'grated cheese', 'frozen vegetables']"
769,"['spaghetti', 'mineral water', 'cake', 'whole wheat pasta', 'parmesan cheese', 'olive oil', 'chocolate', 'milk', 'avocado', 'muffins', 'frozen vegetables']"
